date,bedrooms,bathrooms,floors,waterfront,condition,grade,yr_built,zipcode,lat,long,view_bool,sqft_basement_bool,yr_renovated_bool,ft_lot,ft_above,Population_Density,Housing_Units,Median_Home_Value,Land_Area,Water_Area,Median_Household_Income,Median_Age,pers_houses_occupied
-0.20371735205975228,0.7051621408497736,0.18033089053507523,0.9200095609413118,-0.08440000372306568,0.9098651650980475,0.29543573561031145,0.5040642251820392,-0.16575716280055403,-0.8789140909941043,0.37338198110584153,-0.32930350314929996,-0.796491876014195,-0.20759222568718416,0.12028015381872405,0.5651742292351148,-0.7073243191923775,0.5763962624845251,-0.8351657280384573,-0.04938225552041222,-0.2187374957783531,-0.13703379401407,0.025057978788915226,0.8549786516125801
-0.610997545724805,1.813493867267994,1.159411777727785,-0.9213484648468951,-0.08440000372306568,2.445560826997329,0.29543573561031145,0.197560038736659,0.7195570383665094,0.850292792015838,-0.5057198984598724,-0.32930350314929996,1.2555055865782339,-0.20759222568718416,-0.1872868209967604,0.27668785058856715,0.9169661642951149,1.6645061924208906,0.6027515821624231,-0.2781997249886791,0.7055610029129082,0.12597474965624827,0.025057978788915226,0.47031543122664565
-0.6641210492463336,0.7051621408497736,0.5066911862659785,0.9200095609413118,-0.08440000372306568,-0.6258304968012337,2.851785673634785,0.8786804530597261,-1.571844423477655,0.02899169315716806,0.6092385829405725,3.036712304717328,-0.796491876014195,-0.20759222568718416,0.34415593021163354,1.9686595214902154,-0.30590170751224977,0.13565538772018595,1.2164139302953973,-0.2020507533680656,-0.2765061519465569,1.2033656031833038,1.1408110416842647,0.9219371161884222
1.354572084571754,-0.4031695855684469,1.8121323691895914,0.9200095609413118,-0.08440000372306568,-0.6258304968012337,3.7039023196429426,0.6402883080466526,-0.6865302223105914,1.0025726969887268,-0.09833122256351888,3.036712304717328,-0.796491876014195,-0.20759222568718416,0.6680119282552673,2.4140273018707465,0.0410735238136231,0.9244016189606297,-0.3618984558621046,-0.23095401266932034,0.4022755580298381,-0.14082698824791062,-0.5328185526587595,0.4128887273547707
-0.947446401361153,-0.4031695855684469,0.5066911862659785,0.9200095609413118,-0.08440000372306568,-0.6258304968012337,1.1475523816184692,1.1170725980727996,-0.374066386604569,0.7514191096400618,0.9380083915587163,-0.32930350314929996,-0.796491876014195,-0.20759222568718416,-0.4351934829925351,1.0533754075300756,-0.4729638559284107,2.46551170326447,0.39517821717279467,-0.027704811044471117,-0.2187374957783531,0.7457909335402262,-1.0906950841064345,0.0033273673863984336
-0.5578740422032764,0.7051621408497736,-0.14602940519582802,-0.0006694519527916789,-0.08440000372306568,-0.6258304968012337,-0.5566809103978464,-0.04083210627641447,-0.8427621401636026,-1.1971863094445967,0.28761594407503027,-0.32930350314929996,-0.796491876014195,-0.20759222568718416,0.042523792368826197,0.11791583092831592,0.1929174603295265,-0.0709727926875011,-1.0668930845905154,-0.2611542130930673,-0.745876483313213,-0.7171863599311493,-0.811756818382597,0.7675981756899161
-0.6287053802319812,0.7051621408497736,0.5066911862659785,0.9200095609413118,-0.08440000372306568,0.9098651650980475,1.1475523816184692,0.5381202458981925,-1.5197671175266512,0.7146121183906429,0.5020310366520585,-0.32930350314929996,-0.796491876014195,-0.20759222568718416,0.008447067408332426,1.178496253371214,0.4658307270741458,-0.43677387761977005,-0.25546993054014966,-0.31896073169557687,-0.8108662215024424,-0.3274356524040261,-1.6485716155541092,0.1298620536685605
-0.10632426227028315,-0.4031695855684469,0.5066911862659785,-0.9213484648468951,-0.08440000372306568,2.445560826997329,-0.5566809103978464,-0.04083210627641447,1.761103157386584,0.7167772355229797,-1.2990557409948766,-0.32930350314929996,1.2555055865782339,-0.20759222568718416,-0.6562926977815452,-0.43546793413446283,0.13779371500192683,-0.6712820326087814,1.459463470392344,-0.3226662777598403,0.265074999630354,0.07332356447565627,1.1408110416842647,-0.3254579026818225
-0.7615141390358028,-0.4031695855684469,0.5066911862659785,0.9200095609413118,-0.08440000372306568,-0.6258304968012337,0.29543573561031145,1.151128618788953,-1.0510713639676175,-0.18896343149600717,1.0452159378472303,-0.32930350314929996,-0.796491876014195,-0.20759222568718416,-1.2326627890040498,-0.03773598834459271,-1.2977909409223716,-0.38694583794250964,0.49783268131312003,0.6335498841233382,-0.0021050351475887723,0.8056574338395368,0.8618727759604274,-0.2404151897656628
-1.4698275193228512,-1.5115013119866674,-1.451470588119441,-0.9213484648468951,-0.08440000372306568,0.9098651650980475,-0.5566809103978464,-2.1182493699617693,0.9278662621705244,0.5305771621437536,-1.0489047996550442,-0.32930350314929996,-0.796491876014195,-0.20759222568718416,-0.8777568058047973,-1.3587901407195775,1.4648217927043878,-0.3189266091767256,1.4753145273551884,-0.3549045285189321,-0.36315913619886264,-0.5244756007032033,-1.0906950841064345,-0.578764010993153
1.5493582641506922,-0.4031695855684469,-1.451470588119441,-0.0006694519527916789,-0.08440000372306568,0.9098651650980475,0.29543573561031145,-1.4030729349225486,0.9799435681215282,0.32200421173067056,-0.6129274447483866,-0.32930350314929996,1.2555055865782339,-0.20759222568718416,-0.6562926977815452,0.13156595705439886,3.140854196652756,0.7747197696126688,-0.039593630950936105,-0.35731313346070337,0.0628847030416406,-1.1352211027236492,-1.6485716155541092,-0.7331131558062703
1.106662401471287,-0.4031695855684469,-0.47238970092673127,-0.9213484648468951,-0.08440000372306568,-0.6258304968012337,-0.5566809103978464,-0.27922425128948797,1.396562015729558,1.5351915115385169,-0.734429330542002,-0.32930350314929996,1.2555055865782339,4.817136078625971,0.6513414255887529,-0.851899527609036,0.007931640119728812,0.13842361214670043,-0.5430533925803257,-0.2598572719705751,-0.3414958901357862,-0.3637596102302607,1.1408110416842647,0.7054522656006694
0.8056292148492915,-1.5115013119866674,-1.451470588119441,-0.9213484648468951,-0.08440000372306568,-0.6258304968012337,-0.5566809103978464,-0.10894414770872118,-0.2699117747025615,-0.5036271213926218,-0.0625953738007147,-0.32930350314929996,-0.796491876014195,-0.20759222568718416,-0.14387593898110157,-0.33366972202623574,0.09416817422118844,-0.7329738912568181,-1.1076529453521151,-0.31154963956704995,-0.745876483313213,-0.6037203758927866,-0.811756818382597,-0.427412533874648
1.6821670229545138,-0.4031695855684469,0.18033089053507523,0.9200095609413118,-0.08440000372306568,-0.6258304968012337,-0.5566809103978464,1.0830165773566462,0.8757889562195207,-0.13483550318809856,-0.5343085774701767,-0.32930350314929996,1.2555055865782339,-0.20759222568718416,-1.5347580184368523,0.17204517883767081,0.8571078641541018,0.5847009357640686,-0.4690817934203855,-0.28431387599471375,1.0882783500272588,-1.1885732042300596,0.025057978788915226,0.03973823265016452
